item_id,item_category_id,item_category_name,avg_item_price
9083,40,Кино - DVD,138.6764705882353
8907,37,Кино - Blu-Ray,107.88888888888889
20260,40,Кино - DVD,145.17066630045574
21713,40,Кино - DVD,195.71794871794873
14440,40,Кино - DVD,285.1007751937984
5204,19,Игры - PS3,2023.812058392693
18477,55,Музыка - CD локального производства,238.7821994233341
21881,40,Кино - DVD,296.64532254126766
22017,40,Кино - DVD,146.77272727272728
17044,40,Кино - DVD,143.74481483742042
15633,40,Кино - DVD,394.8507499694824
17266,37,Кино - Blu-Ray,250.63833363850912
16865,40,Кино - DVD,313.7944444020589
14160,19,Игры - PS3,1975.8720238095239
7697,40,Кино - DVD,137.3913043478261
6047,55,Музыка - CD локального производства,49.8
17951,40,Кино - DVD,142.76470588235293
20123,40,Кино - DVD,186.625
8922,40,Кино - DVD,285.6511627906977
12921,37,Кино - Blu-Ray,190.47368421052633
12393,40,Кино - DVD,119.45454545454545
14081,40,Кино - DVD,112.1063829787234
17472,40,Кино - DVD,332.1111111111111
1730,55,Музыка - CD локального производства,290.0816660563151
14022,40,Кино - DVD,139.6969696969697
1417,19,Игры - PS3,1492.4927536231885
2245,19,Игры - PS3,467.0
19028,40,Кино - DVD,385.5
14339,40,Кино - DVD,149.0
17298,40,Кино - DVD,256.75
12242,40,Кино - DVD,164.71428571428572
9566,37,Кино - Blu-Ray,174.09599975585937
9744,37,Кино - Blu-Ray,524.0
19272,30,Игры PC - Стандартные издания,139.66666666666666
11912,40,Кино - DVD,28.0
19919,30,Игры PC - Стандартные издания,88.0
6880,55,Музыка - CD локального производства,192.0
14742,55,Музыка - CD локального производства,98.0
18769,40,Кино - DVD,28.0
1916,30,Игры PC - Стандартные издания,245.77475072579213
934,40,Кино - DVD,302.3751515398122
15548,55,Музыка - CD локального производства,193.89186989388816
10497,40,Кино - DVD,390.2960675349001
18996,37,Кино - Blu-Ray,163.6675859648606
3432,30,Игры PC - Стандартные издания,568.9792540335769
12069,37,Кино - Blu-Ray,302.35999993218314
8606,37,Кино - Blu-Ray,333.61461557241586
14768,37,Кино - Blu-Ray,400.9895244780041
12878,40,Кино - DVD,131.72073243303996
14762,55,Музыка - CD локального производства,445.7510396371974
14756,40,Кино - DVD,381.9323808942522
14734,40,Кино - DVD,201.70666666666668
17229,37,Кино - Blu-Ray,368.00704225352115
9796,40,Кино - DVD,182.7084268805686
18952,40,Кино - DVD,142.5512499809265
17452,40,Кино - DVD,138.46212121212122
19544,37,Кино - Blu-Ray,193.5076188587007
8763,40,Кино - DVD,330.448192918157
6127,19,Игры - PS3,1983.5912027479726
11403,40,Кино - DVD,394.32992438114053
19132,37,Кино - Blu-Ray,289.5083129003705
15755,40,Кино - DVD,395.65625
8296,40,Кино - DVD,199.0
16468,40,Кино - DVD,399.0
17248,40,Кино - DVD,494.81142868768603
18113,40,Кино - DVD,122.67391304347827
15630,40,Кино - DVD,46.75
15693,55,Музыка - CD локального производства,297.8499999413124
11661,40,Кино - DVD,143.76288659793815
8749,40,Кино - DVD,221.595762608415
12614,55,Музыка - CD локального производства,247.15841584158414
8804,37,Кино - Blu-Ray,599.0
19909,55,Музыка - CD локального производства,187.51612903225808
14898,40,Кино - DVD,133.76315789473685
18823,40,Кино - DVD,262.2241934499433
21834,40,Кино - DVD,136.60952381860642
1451,19,Игры - PS3,723.3169982910156
12446,40,Кино - DVD,110.14814814814815
16494,40,Кино - DVD,167.20163926921907
18654,40,Кино - DVD,249.0
18740,40,Кино - DVD,190.00733947753906
1195,55,Музыка - CD локального производства,294.88461538461536
10122,40,Кино - DVD,139.25
7293,55,Музыка - CD локального производства,299.0
10741,40,Кино - DVD,392.8032786885246
18178,37,Кино - Blu-Ray,198.25
3201,30,Игры PC - Стандартные издания,93.78947368421052
3696,19,Игры - PS3,3948.5185185185187
17330,40,Кино - DVD,28.0
3305,19,Игры - PS3,1199.0
11171,40,Кино - DVD,98.0
6717,30,Игры PC - Стандартные издания,294.489389790071
9834,37,Кино - Blu-Ray,419.58837509155273
18804,40,Кино - DVD,128.33333333333334
9902,40,Кино - DVD,142.3684210526316
9864,40,Кино - DVD,138.22972972972974
9050,40,Кино - DVD,118.31865714912983
12358,40,Кино - DVD,145.23796293470593
21996,30,Игры PC - Стандартные издания,253.26999997886227
8089,55,Музыка - CD локального производства,196.16453155459226
19732,40,Кино - DVD,143.65731709177902
12462,55,Музыка - CD локального производства,195.78991230747155
11809,55,Музыка - CD локального производства,194.22745095047296
13980,37,Кино - Blu-Ray,126.96551528631473
7245,55,Музыка - CD локального производства,487.85360360360363
18130,40,Кино - DVD,121.99428571428571
8280,37,Кино - Blu-Ray,373.3632499694824
20111,55,Музыка - CD локального производства,318.38701918186285
8218,55,Музыка - CD локального производства,247.62133331298827
14855,40,Кино - DVD,134.74918027784003
18273,55,Музыка - CD локального производства,193.52307692307693
9016,40,Кино - DVD,342.0276091604522
9592,37,Кино - Blu-Ray,281.66420204052025
15649,37,Кино - Blu-Ray,146.73088230806238
14139,40,Кино - DVD,89.91666666666667
17851,40,Кино - DVD,390.0417196674711
11245,40,Кино - DVD,227.14814814814815
21987,30,Игры PC - Стандартные издания,505.64232458166174
19007,37,Кино - Blu-Ray,443.6440002441406
19873,55,Музыка - CD локального производства,188.78688524590163
8242,55,Музыка - CD локального производства,194.78333335699037
9091,55,Музыка - CD локального производства,170.10681822805694
2333,30,Игры PC - Стандартные издания,537.7854251012146
16460,55,Музыка - CD локального производства,189.79310344827587
8151,40,Кино - DVD,138.74809160305344
4229,19,Игры - PS3,1394.7560703822544
21538,40,Кино - DVD,180.28
2589,55,Музыка - CD локального производства,273.41999969482424
14633,40,Кино - DVD,342.5
17512,40,Кино - DVD,149.0
6745,19,Игры - PS3,811.0635136784734
15674,40,Кино - DVD,76.625
9068,40,Кино - DVD,105.08955223880596
24,40,Кино - DVD,98.0
21810,40,Кино - DVD,397.25274725274727
9737,40,Кино - DVD,52.0
14709,40,Кино - DVD,898.8499755859375
6866,30,Игры PC - Стандартные издания,27.0
6098,19,Игры - PS3,1840.3333333333333
14236,30,Игры PC - Стандартные издания,148.0
10705,30,Игры PC - Стандартные издания,28.0
3024,30,Игры PC - Стандартные издания,198.0
4779,30,Игры PC - Стандартные издания,322.1479254801562
9554,55,Музыка - CD локального производства,197.06666666666666
10068,37,Кино - Blu-Ray,132.92421560145135
21864,40,Кино - DVD,349.1677272641173
12448,37,Кино - Blu-Ray,235.77211644409826
3126,55,Музыка - CD локального производства,295.6875
22155,37,Кино - Blu-Ray,160.62346649169922
18783,37,Кино - Blu-Ray,178.08749993642172
9078,40,Кино - DVD,313.72017232960667
4385,30,Игры PC - Стандартные издания,595.8678517767232
11930,40,Кино - DVD,262.82659794129046
1307,55,Музыка - CD локального производства,346.23650504131706
3340,30,Игры PC - Стандартные издания,1525.066266223883
11141,40,Кино - DVD,229.10434782608695
11180,40,Кино - DVD,166.71388891008166
10342,37,Кино - Blu-Ray,301.79550565226697
15595,40,Кино - DVD,149.0
14893,37,Кино - Blu-Ray,318.5572238498264
17992,40,Кино - DVD,135.0
2528,55,Музыка - CD локального производства,399.0
10822,37,Кино - Blu-Ray,151.3076663547092
7304,55,Музыка - CD локального производства,294.25274725274727
15648,40,Кино - DVD,146.38307293256125
6636,19,Игры - PS3,1002.0508041992188
12559,55,Музыка - CD локального производства,195.82142857142858
9811,40,Кино - DVD,106.85714285714286
9675,40,Кино - DVD,195.96
14230,30,Игры PC - Стандартные издания,144.9787234042553
11077,40,Кино - DVD,131.18367346938774
14009,40,Кино - DVD,210.93437480926514
21821,55,Музыка - CD локального производства,288.60869565217394
11741,40,Кино - DVD,141.2
4476,19,Игры - PS3,1463.081187635365
16506,40,Кино - DVD,244.66666666666666
9152,40,Кино - DVD,312.93333333333334
2604,55,Музыка - CD локального производства,293.2103447749697
3336,19,Игры - PS3,2449.317208960447
18933,37,Кино - Blu-Ray,542.8275862068965
12102,30,Игры PC - Стандартные издания,328.8018867924528
8584,40,Кино - DVD,143.85714285714286
17454,40,Кино - DVD,148.375
18176,40,Кино - DVD,143.96825396825398
21496,30,Игры PC - Стандартные издания,148.96666666666667
1922,30,Игры PC - Стандартные издания,237.125
19206,40,Кино - DVD,338.9
13962,40,Кино - DVD,53.285714285714285
11996,40,Кино - DVD,249.0
6374,30,Игры PC - Стандартные издания,499.0
21527,37,Кино - Blu-Ray,98.0
9037,40,Кино - DVD,28.0
7438,55,Музыка - CD локального производства,129.0
14503,40,Кино - DVD,339.0833333333333
13567,30,Игры PC - Стандартные издания,28.0
15792,40,Кино - DVD,28.0
7917,30,Игры PC - Стандартные издания,379.066129398917
8672,40,Кино - DVD,156.0992172151629
18936,37,Кино - Blu-Ray,511.9754098360656
3689,19,Игры - PS3,899.8756435160734
12970,55,Музыка - CD локального производства,199.76014017835956
17010,55,Музыка - CD локального производства,589.520450488941
2680,19,Игры - PS3,796.8346053789247
13052,40,Кино - DVD,146.109756097561
7919,19,Игры - PS3,1554.4352180727067
7531,37,Кино - Blu-Ray,436.28394093233
10814,40,Кино - DVD,151.0765060057123
14536,40,Кино - DVD,542.8698796651449
21624,37,Кино - Blu-Ray,754.4935690575545
14708,40,Кино - DVD,169.85714285714286
14094,37,Кино - Blu-Ray,135.8135593220339
11430,40,Кино - DVD,90.3103448275862
10740,37,Кино - Blu-Ray,160.16107150486536
16666,37,Кино - Blu-Ray,243.14285714285714
11144,40,Кино - DVD,192.4082872590966
8793,40,Кино - DVD,192.5205479452055
11717,37,Кино - Blu-Ray,236.46000031502015
4892,30,Игры PC - Стандартные издания,988.1796496979947
8702,40,Кино - DVD,384.0931783003969
19053,40,Кино - DVD,100.47252747252747
21670,40,Кино - DVD,394.44309709203526
1290,55,Музыка - CD локального производства,344.11475409836066
20220,40,Кино - DVD,796.7464788732394
17459,37,Кино - Blu-Ray,463.5937795737355
9709,40,Кино - DVD,127.78947368421052
8668,40,Кино - DVD,145.24247306905767
16672,40,Кино - DVD,290.1641508858159
19719,40,Кино - DVD,111.98607596868202
18950,40,Кино - DVD,130.65714285714284
17025,55,Музыка - CD локального производства,342.6875
14000,40,Кино - DVD,225.39374987284342
3665,30,Игры PC - Стандартные издания,366.54367648853975
12026,40,Кино - DVD,124.52083333333333
19572,40,Кино - DVD,213.55555555555554
3383,55,Музыка - CD локального производства,295.9230769230769
9491,37,Кино - Blu-Ray,145.66666666666666
10459,40,Кино - DVD,132.97368421052633
11774,40,Кино - DVD,249.0
3198,30,Игры PC - Стандартные издания,139.7560975609756
9060,40,Кино - DVD,34.0
11263,40,Кино - DVD,149.0
4888,19,Игры - PS3,638.0
18938,40,Кино - DVD,249.0
8583,40,Кино - DVD,149.0
18790,40,Кино - DVD,149.0
21600,40,Кино - DVD,315.3333333333333
3691,19,Игры - PS3,1279.0
11390,19,Игры - PS3,899.0
17590,30,Игры PC - Стандартные издания,98.0
979,37,Кино - Blu-Ray,962.3874016709215
3879,19,Игры - PS3,1150.4897533479284
9589,40,Кино - DVD,140.8604716354946
13151,30,Игры PC - Стандартные издания,189.24053601385322
961,37,Кино - Blu-Ray,507.9650863121296
1116,40,Кино - DVD,378.64000011625745
14336,40,Кино - DVD,148.98688519587282
21859,40,Кино - DVD,742.6279069767442
19573,40,Кино - DVD,103.3414130003556
11416,37,Кино - Blu-Ray,248.66635636151847
20317,40,Кино - DVD,45.68692310039814
18434,55,Музыка - CD локального производства,146.7714953556239
8258,37,Кино - Blu-Ray,143.2044185372286
19623,37,Кино - Blu-Ray,738.9828578404018
18506,55,Музыка - CD локального производства,171.1219512195122
19847,55,Музыка - CD локального производства,194.64705882352942
9978,37,Кино - Blu-Ray,719.0
10478,37,Кино - Blu-Ray,757.9957486134655
8625,40,Кино - DVD,263.3997922948277
20099,40,Кино - DVD,99.0
17192,40,Кино - DVD,196.31399963378905
16966,40,Кино - DVD,110.25925925925925
21351,40,Кино - DVD,352.78536117031547
3738,19,Игры - PS3,297.3708820403826
8746,40,Кино - DVD,139.94666646321613
12911,40,Кино - DVD,139.6086956521739
13978,40,Кино - DVD,140.10833337571887
18003,40,Кино - DVD,142.6
14530,55,Музыка - CD локального производства,993.0238095238095
13784,40,Кино - DVD,145.98333333333332
17998,40,Кино - DVD,137.47368421052633
8611,40,Кино - DVD,128.9142857142857
8303,40,Кино - DVD,143.38297872340425
9943,40,Кино - DVD,133.39316239316238
7258,55,Музыка - CD локального производства,292.07948714036206
9764,40,Кино - DVD,190.84062480926514
21424,40,Кино - DVD,388.2083216669398
8137,40,Кино - DVD,229.80425538407997
66,37,Кино - Blu-Ray,396.7237285032111
2175,55,Музыка - CD локального производства,183.85714285714286
3019,19,Игры - PS3,655.5830017089844
17168,37,Кино - Blu-Ray,502.6758108396788
13934,55,Музыка - CD локального производства,199.0
8590,40,Кино - DVD,198.96153846153845
7222,19,Игры - PS3,498.0
18651,37,Кино - Blu-Ray,399.0
18693,55,Музыка - CD локального производства,98.0
15722,40,Кино - DVD,399.0
19695,40,Кино - DVD,118.25
21752,40,Кино - DVD,394.4608698305876
14371,37,Кино - Blu-Ray,198.09500122070312
11492,40,Кино - DVD,28.0
22116,40,Кино - DVD,32.285714285714285
9954,40,Кино - DVD,28.0
10973,37,Кино - Blu-Ray,499.0
10445,40,Кино - DVD,393.65852461017545
5055,55,Музыка - CD локального производства,285.1666666666667
4029,30,Игры PC - Стандартные издания,140.95407870068527
17418,40,Кино - DVD,143.93880200386047
4583,55,Музыка - CD локального производства,301.09141705772294
8123,40,Кино - DVD,272.09090909090907
16456,55,Музыка - CD локального производства,182.40769227568086
18945,40,Кино - DVD,149.0
13811,40,Кино - DVD,391.3288051002904
18491,55,Музыка - CD локального производства,202.41894587764034
13022,55,Музыка - CD локального производства,199.0
14531,55,Музыка - CD локального производства,196.90189396251333
18919,40,Кино - DVD,379.3641044991519
17078,37,Кино - Blu-Ray,382.4057146344866
9506,37,Кино - Blu-Ray,717.8846391318501
17027,55,Музыка - CD локального производства,396.93095724257336
3234,30,Игры PC - Стандартные издания,728.1805267521208
6226,55,Музыка - CD локального производства,209.93694271403513
12814,40,Кино - DVD,336.23770658634913
12812,40,Кино - DVD,315.3268235748889
18724,40,Кино - DVD,98.11111111111111
20316,37,Кино - Blu-Ray,296.14285714285717
10862,37,Кино - Blu-Ray,218.77764698103363
17838,37,Кино - Blu-Ray,482.70800018310547
8200,40,Кино - DVD,140.5909090909091
11236,40,Кино - DVD,392.85714285714283
21439,37,Кино - Blu-Ray,110.40212752971243
9659,40,Кино - DVD,819.0909090909091
4705,55,Музыка - CD локального производства,294.02808202456123
19883,55,Музыка - CD локального производства,182.44117647058823
21466,37,Кино - Blu-Ray,447.25142778669084
13409,19,Игры - PS3,1984.4109589041095
3994,55,Музыка - CD локального производства,289.7692307692308
12968,55,Музыка - CD локального производства,199.0
14699,37,Кино - Blu-Ray,149.0
21691,40,Кино - DVD,316.5
16475,40,Кино - DVD,133.33333333333334
14859,40,Кино - DVD,393.1480362537764
4262,30,Игры PC - Стандартные издания,286.8333333333333
9646,37,Кино - Blu-Ray,499.0
9700,37,Кино - Blu-Ray,565.6666666666666
6261,55,Музыка - CD локального производства,299.0
1522,19,Игры - PS3,1313.0
10481,37,Кино - Blu-Ray,549.0
7397,55,Музыка - CD локального производства,296.74418604651163
10075,40,Кино - DVD,392.1065427090259
21562,55,Музыка - CD локального производства,198.46671028493722
20096,37,Кино - Blu-Ray,262.4914095098322
21395,37,Кино - Blu-Ray,298.6194624346356
3967,55,Музыка - CD локального производства,296.683536529541
16665,37,Кино - Blu-Ray,1823.5977949402143
7250,55,Музыка - CD локального производства,485.0749999835927
18341,55,Музыка - CD локального производства,193.73064517535371
11617,40,Кино - DVD,53.768809545607795
18412,55,Музыка - CD локального производства,193.76470588235293
9738,40,Кино - DVD,149.07142857142858
12095,40,Кино - DVD,137.09223300970874
17302,37,Кино - Blu-Ray,155.06271504843107
8924,40,Кино - DVD,296.22073140958463
7211,30,Игры PC - Стандартные издания,320.27762439369496
8573,40,Кино - DVD,396.77643413691555
8654,37,Кино - Blu-Ray,358.57625007629395
17950,37,Кино - Blu-Ray,262.02022230360245
17876,40,Кино - DVD,109.34
13995,40,Кино - DVD,139.89482748097387
15837,55,Музыка - CD локального производства,199.0
17354,40,Кино - DVD,130.53333333333333
6001,55,Музыка - CD локального производства,298.0033332824707
10506,55,Музыка - CD локального производства,191.78378378378378
10410,40,Кино - DVD,223.0
19813,37,Кино - Blu-Ray,532.7189025878906
7076,19,Игры - PS3,2815.562526773786
10849,40,Кино - DVD,193.63829787234042
12919,37,Кино - Blu-Ray,147.24137931034483
22000,40,Кино - DVD,126.32692307692308
3281,55,Музыка - CD локального производства,219.1
18782,40,Кино - DVD,246.16326530612244
1718,55,Музыка - CD локального производства,348.6425371312383
8747,40,Кино - DVD,205.21718740463257
12348,40,Кино - DVD,88.0
8132,37,Кино - Blu-Ray,299.7317392100459
19521,40,Кино - DVD,288.3333333333333
21758,40,Кино - DVD,294.3382352941176
21805,40,Кино - DVD,131.33333333333334
10082,40,Кино - DVD,141.0
21654,40,Кино - DVD,87.23529411764706
17352,40,Кино - DVD,28.0
10415,40,Кино - DVD,27.666666666666668
4648,55,Музыка - CD локального производства,98.0
1106,55,Музыка - CD локального производства,58.0
21702,40,Кино - DVD,28.0
7217,19,Игры - PS3,1597.0
10577,30,Игры PC - Стандартные издания,58.0
2578,55,Музыка - CD локального производства,306.63528496407883
982,37,Кино - Blu-Ray,608.7859649122807
4904,30,Игры PC - Стандартные издания,394.757366526912
10778,55,Музыка - CD локального производства,551.2316602316603
9981,40,Кино - DVD,439.2241610328623
19614,37,Кино - Blu-Ray,343.81961170678
18983,37,Кино - Blu-Ray,206.4460605505741
22045,40,Кино - DVD,356.64549875375417
8682,40,Кино - DVD,117.40186915887851
18696,55,Музыка - CD локального производства,309.8975075589693
19071,40,Кино - DVD,259.3320512038011
17903,37,Кино - Blu-Ray,271.89920649452813
22029,40,Кино - DVD,140.16533345540364
11467,40,Кино - DVD,137.68
11261,55,Музыка - CD локального производства,191.51445086705203
12019,40,Кино - DVD,142.2089552238806
16583,40,Кино - DVD,146.87032085561498
1611,55,Музыка - CD локального производства,399.17823831034445
1413,19,Игры - PS3,1286.5451183099856
18968,40,Кино - DVD,137.75757575757575
15004,30,Игры PC - Стандартные издания,244.77476337805908
6206,55,Музыка - CD локального производства,255.68250007629393
12507,55,Музыка - CD локального производства,417.0630812534066
19857,40,Кино - DVD,120.38754718708542
8582,40,Кино - DVD,138.88235294117646
1728,55,Музыка - CD локального производства,246.9877049180328
17356,40,Кино - DVD,125.2
11130,40,Кино - DVD,484.29181795987216
18809,40,Кино - DVD,255.71428571428572
10080,40,Кино - DVD,338.2307692307692
7695,40,Кино - DVD,121.76769221379207
14797,40,Кино - DVD,148.0921052631579
16712,40,Кино - DVD,141.6216216216216
12426,55,Музыка - CD локального производства,107.20000006935813
19114,40,Кино - DVD,285.1666666666667
4519,55,Музыка - CD локального производства,256.2105263157895
19887,55,Музыка - CD локального производства,61.4
11041,40,Кино - DVD,339.13585816568406
18136,55,Музыка - CD локального производства,199.0
15840,37,Кино - Blu-Ray,184.42857142857142
11143,40,Кино - DVD,196.6372412319841
18372,55,Музыка - CD локального производства,299.0
11702,40,Кино - DVD,22.399999618530273
17215,40,Кино - DVD,28.0
2262,30,Игры PC - Стандартные издания,98.0
11992,37,Кино - Blu-Ray,321.5251780918666
1753,55,Музыка - CD локального производства,292.7602630749083
19178,55,Музыка - CD локального производства,284.61971146021136
19776,37,Кино - Blu-Ray,199.98638102213542
19088,40,Кино - DVD,229.29357798165137
9967,37,Кино - Blu-Ray,135.28444451226127
8662,40,Кино - DVD,143.24332161150832
14646,40,Кино - DVD,147.1286585738019
17193,40,Кино - DVD,140.21587262834822
18544,40,Кино - DVD,140.06923076923076
4513,55,Музыка - CD локального производства,370.02241393341416
12937,40,Кино - DVD,332.9432960382387
17252,40,Кино - DVD,241.88888888888889
19747,40,Кино - DVD,226.0281690140845
12028,37,Кино - Blu-Ray,176.26015526907784
20256,40,Кино - DVD,141.46276563279173
19072,37,Кино - Blu-Ray,270.9060000610352
4845,19,Игры - PS3,2176.159955297994
3868,19,Игры - PS3,1003.8752981085527
15706,40,Кино - DVD,167.5105263559442
12021,37,Кино - Blu-Ray,800.4452274566612
19161,40,Кино - DVD,393.9761663118462
7166,19,Игры - PS3,700.3489974975586
20055,40,Кино - DVD,396.95238095238096
18608,40,Кино - DVD,193.01612903225808
17788,40,Кино - DVD,138.99819808822494
7512,55,Музыка - CD локального производства,283.13975910968094
10536,40,Кино - DVD,140.9
9641,40,Кино - DVD,470.5833333333333
4288,55,Музыка - CD локального производства,399.0
2097,55,Музыка - CD локального производства,402.0181815407493
18678,55,Музыка - CD локального производства,159.5
9757,40,Кино - DVD,50.25
9852,37,Кино - Blu-Ray,149.0
11124,55,Музыка - CD локального производства,191.58333333333334
12047,40,Кино - DVD,334.61467889908255
11660,37,Кино - Blu-Ray,328.15294153550093
4569,55,Музыка - CD локального производства,148.0
4644,55,Музыка - CD локального производства,278.2352941176471
16619,40,Кино - DVD,149.0
12402,40,Кино - DVD,139.66666666666666
9144,40,Кино - DVD,88.0
6040,55,Музыка - CD локального производства,342.55
18667,55,Музыка - CD локального производства,98.0
17560,40,Кино - DVD,368.0520001220703
11079,40,Кино - DVD,28.0
7080,19,Игры - PS3,1258.5999755859375
21492,30,Игры PC - Стандартные издания,149.0
9824,55,Музыка - CD локального производства,299.0
17016,55,Музыка - CD локального производства,189.0
7827,30,Игры PC - Стандартные издания,98.0
10878,40,Кино - DVD,28.0
2701,19,Игры - PS3,1368.0
21633,37,Кино - Blu-Ray,241.40835816112917
20080,37,Кино - Blu-Ray,243.01400003051756
11889,40,Кино - DVD,338.5833333333333
4445,55,Музыка - CD локального производства,295.4266211604096
10887,55,Музыка - CD локального производства,200.0312162244642
10051,40,Кино - DVD,143.8535103080547
12543,55,Музыка - CD локального производства,174.9823026322482
1310,55,Музыка - CD локального производства,244.41338939592725
1684,55,Музыка - CD локального производства,275.02941176470586
10300,37,Кино - Blu-Ray,587.5194718263331
13855,37,Кино - Blu-Ray,1103.0966661241318
21410,40,Кино - DVD,184.84328358208955
11915,40,Кино - DVD,323.1853611587118
16932,55,Музыка - CD локального производства,195.0737903964135
17986,40,Кино - DVD,201.1391303020975
18141,55,Музыка - CD локального производства,296.29750003814695
17921,55,Музыка - CD локального производства,198.98790163133964
10110,37,Кино - Blu-Ray,448.68113403320314
14819,40,Кино - DVD,198.12794090719785
12859,37,Кино - Blu-Ray,332.7310311120885
11667,40,Кино - DVD,181.24499969482423
10939,55,Музыка - CD локального производства,177.12175142967095
15623,37,Кино - Blu-Ray,142.07238079252699
11118,40,Кино - DVD,140.5
5014,37,Кино - Blu-Ray,600.5092552035462
6503,30,Игры PC - Стандартные издания,1603.0010597753815
11579,37,Кино - Blu-Ray,343.5
10115,40,Кино - DVD,395.5735294117647
12061,40,Кино - DVD,163.73333333333332
12527,55,Музыка - CD локального производства,424.62080938967665
17048,37,Кино - Blu-Ray,685.6133072019562
17564,40,Кино - DVD,138.92115349402795
18826,40,Кино - DVD,337.42739709305437
17822,40,Кино - DVD,342.0885744234801
10853,40,Кино - DVD,146.1479998779297
19312,30,Игры PC - Стандартные издания,296.29534912109375
12588,40,Кино - DVD,132.3296294035735
947,40,Кино - DVD,131.95692302997296
19915,40,Кино - DVD,329.5656363192472
8652,40,Кино - DVD,146.66451583370085
18599,40,Кино - DVD,138.31578947368422
3093,40,Кино - DVD,188.57894736842104
12741,40,Кино - DVD,312.25208282470703
14917,37,Кино - Blu-Ray,288.1437505086263
14277,55,Музыка - CD локального производства,229.0
